appstore_iphone_01.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/4d/5c/94/4d5c94b8-dd14-06f4-a80d-5cfe1ca5854a/App_Store_1.png/1200x2600bb.png
appstore_iphone_02.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/f1/c1/fc/f1c1fc11-8876-eec7-a2d9-13460e03cb16/App_Store_2.png/1200x2600bb.png
appstore_iphone_03.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/0f/99/a3/0f99a35c-08f0-bd96-e501-8b4da310c94a/App_Store_3.png/1200x2600bb.png
appstore_iphone_04.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/85/97/97/85979701-f083-3787-0694-bc8fc64e505a/App_Store_4.png/1200x2600bb.png
appstore_iphone_05.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/71/19/7a/71197a97-36ad-037e-4980-bbde02aa969f/App_Store_5.png/1200x2600bb.png
appstore_iphone_06.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/41/b0/0a/41b00a49-f1a9-a223-f9af-401b073bc6eb/App_Store_6.png/1200x2600bb.png
appstore_ipad_01.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/7b/df/eb/7bdfeb47-f620-b19a-1b29-1d06ee51a26c/App_Store_1@2x.png/2048x1536bb.png
appstore_ipad_02.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/61/27/c6/6127c67b-e3e1-4e32-ca1b-b44b508ddfd3/App_Store_2@2x.png/2048x1536bb.png
appstore_ipad_03.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/e1/7e/d7/e17ed774-e764-85aa-7f44-c5a451f1b64a/App_Store_3@2x.png/2048x1536bb.png
appstore_ipad_04.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/af/6b/6a/af6b6a81-6a42-a3e4-9eb9-8a477165058a/App_Store_4@2x.png/2048x1536bb.png
appstore_ipad_05.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/9f/6f/e9/9f6fe909-58ad-eb8e-2a5b-8f9cc2a8c863/App_Store_5@2x.png/2048x1536bb.png
appstore_mac_01.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource211/v4/3c/34/16/3c3416ad-596e-c70f-2880-788b142cea40/Mac_App_Store_1.png/1920x1200bb.png
appstore_mac_02.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/33/94/c8/3394c81e-c450-9324-2895-11f0358f0352/Mac_App_Store_2.png/1920x1200bb.png
appstore_mac_03.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/65/cc/2b/65cc2b69-edc8-f579-54a8-d2912cc908ca/Mac_App_Store_3.png/1920x1200bb.png
appstore_mac_04.png	https://is1-ssl.mzstatic.com/image/thumb/PurpleSource221/v4/3c/37/bd/3c37bd64-12bb-94b5-c58e-2bc44035f2b5/Mac_App_Store_4.png/1920x1200bb.png
mccarthy_indigo_banner.png	https://storage.ghost.io/c/2e/09/2e09bfaf-4e37-4fd6-ad4c-d9b398e74392/content/images/size/w2000/2026/05/Blog-Banner.png
mccarthy_indigo_01_timeline.png	https://storage.ghost.io/c/2e/09/2e09bfaf-4e37-4fd6-ad4c-d9b398e74392/content/images/2026/05/Indigo---1---Timeline.png
mccarthy_indigo_03_sync.png	https://storage.ghost.io/c/2e/09/2e09bfaf-4e37-4fd6-ad4c-d9b398e74392/content/images/2026/05/Indigo---3---Sync.png
mccarthy_indigo_04_compose.png	https://storage.ghost.io/c/2e/09/2e09bfaf-4e37-4fd6-ad4c-d9b398e74392/content/images/2026/05/Indigo---4---Compose.png
mccarthy_indigo_05_notifications.png	https://storage.ghost.io/c/2e/09/2e09bfaf-4e37-4fd6-ad4c-d9b398e74392/content/images/2026/05/Indigo---5---Notifications.png
